policy_id,title,sector,region,year,impact_score,goals,text_for_nlp
P1390,State Vocational Education Reform 72,Early Childhood,Gujarat,2016,0.104,"Train 4075 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","p1390 state vocational education reform 72 early childhood gujarat train 4075 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes."
P1002,National Vocational Education Reform 44,Higher Education,Tamil Nadu,2018,0.419,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1002 national vocational education reform 44 higher education tamil nadu introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1442,State Early Childhood Education Reform 13,Early Childhood,Tamil Nadu,2015,0.358,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1442 state early childhood education reform 13 early childhood tamil nadu introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1483,District Vocational Education Reform 51,Primary,Maharashtra,2019,0.332,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1483 district vocational education reform 51 primary maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1050,District Higher Education Education Reform 70,Higher Education,Karnataka,2021,0.182,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1050 district higher education education reform 70 higher education karnataka introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1420,District Higher Education Education Reform 55,Early Childhood,Karnataka,2021,0.32,"Train 2093 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1420 district higher education education reform 55 early childhood karnataka train 2093 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1081,District Higher Education Education Reform 94,Higher Education,West Bengal,2017,0.209,Increase digital access score by 29% within 5 years and reduce disparities between rural and urban areas.,p1081 district higher education education reform 94 higher education west bengal increase digital access score by 29% within 5 years and reduce disparities between rural and urban areas.
P1206,State Secondary Education Reform 14,Primary,Maharashtra,2025,0.953,Increase digital access score by 36% within 2 years and reduce disparities between rural and urban areas.,p1206 state secondary education reform 14 primary maharashtra increase digital access score by 36% within 2 years and reduce disparities between rural and urban areas.
P1035,District Higher Education Education Reform 90,Vocational,Maharashtra,2025,0.3,Increase infrastructure score by 24% within 5 years and reduce disparities between rural and urban areas.,p1035 district higher education education reform 90 vocational maharashtra increase infrastructure score by 24% within 5 years and reduce disparities between rural and urban areas.
P1264,State Early Childhood Education Reform 7,Higher Education,Rajasthan,2015,0.475,Increase teacher quality score by 21% within 1 years and reduce disparities between rural and urban areas.,p1264 state early childhood education reform 7 higher education rajasthan increase teacher quality score by 21% within 1 years and reduce disparities between rural and urban areas.
P1428,District Secondary Education Reform 53,Early Childhood,Delhi,2020,0.257,"Train 3179 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1428 district secondary education reform 53 early childhood delhi train 3179 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1367,State Secondary Education Reform 29,Higher Education,Tamil Nadu,2020,0.85,Increase learning outcomes score by 26% within 2 years and reduce disparities between rural and urban areas.,p1367 state secondary education reform 29 higher education tamil nadu increase learning outcomes score by 26% within 2 years and reduce disparities between rural and urban areas.
P1092,District Vocational Education Reform 55,Early Childhood,Kerala,2016,0.388,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1092 district vocational education reform 55 early childhood kerala introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1340,State Primary Education Reform 20,Higher Education,Kerala,2017,0.318,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1340 state primary education reform 20 higher education kerala introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1474,State Vocational Education Reform 33,Higher Education,Gujarat,2015,0.789,Increase early childhood development score by 14% within 4 years and reduce disparities between rural and urban areas.,p1474 state vocational education reform 33 higher education gujarat increase early childhood development score by 14% within 4 years and reduce disparities between rural and urban areas.
P1053,National Primary Education Reform 42,Early Childhood,Tamil Nadu,2016,0.572,Increase digital access score by 40% within 2 years and reduce disparities between rural and urban areas.,p1053 national primary education reform 42 early childhood tamil nadu increase digital access score by 40% within 2 years and reduce disparities between rural and urban areas.
P1346,State Early Childhood Education Reform 64,Vocational,Gujarat,2022,0.531,"Train 1791 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","p1346 state early childhood education reform 64 vocational gujarat train 1791 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes."
P1265,District Higher Education Education Reform 95,Early Childhood,Karnataka,2019,0.324,"Train 166 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1265 district higher education education reform 95 early childhood karnataka train 166 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1242,National Secondary Education Reform 75,Early Childhood,Tamil Nadu,2021,0.625,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1242 national secondary education reform 75 early childhood tamil nadu introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1014,District Higher Education Education Reform 79,Early Childhood,Karnataka,2025,0.335,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1014 district higher education education reform 79 early childhood karnataka introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1316,State Higher Education Education Reform 76,Primary,Gujarat,2023,0.708,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1316 state higher education education reform 76 primary gujarat introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1089,National Early Childhood Education Reform 35,Early Childhood,Delhi,2017,0.301,Increase infrastructure score by 11% within 2 years and reduce disparities between rural and urban areas.,p1089 national early childhood education reform 35 early childhood delhi increase infrastructure score by 11% within 2 years and reduce disparities between rural and urban areas.
P1388,National Secondary Education Reform 76,Early Childhood,Uttar Pradesh,2018,0.246,Increase infrastructure score by 23% within 5 years and reduce disparities between rural and urban areas.,p1388 national secondary education reform 76 early childhood uttar pradesh increase infrastructure score by 23% within 5 years and reduce disparities between rural and urban areas.
P1274,National Secondary Education Reform 4,Early Childhood,Uttar Pradesh,2022,0.96,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1274 national secondary education reform 4 early childhood uttar pradesh introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1167,District Primary Education Reform 77,Primary,Maharashtra,2025,0.495,Increase learning outcomes score by 5% within 3 years and reduce disparities between rural and urban areas.,p1167 district primary education reform 77 primary maharashtra increase learning outcomes score by 5% within 3 years and reduce disparities between rural and urban areas.
P1329,District Primary Education Reform 48,Early Childhood,Uttar Pradesh,2022,0.477,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1329 district primary education reform 48 early childhood uttar pradesh introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1493,National Higher Education Education Reform 56,Vocational,Delhi,2018,0.575,Increase digital access score by 8% within 4 years and reduce disparities between rural and urban areas.,p1493 national higher education education reform 56 vocational delhi increase digital access score by 8% within 4 years and reduce disparities between rural and urban areas.
P1135,State Secondary Education Reform 54,Higher Education,Delhi,2016,0.26,"Train 3860 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1135 state secondary education reform 54 higher education delhi train 3860 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1307,National Secondary Education Reform 72,Higher Education,Tamil Nadu,2022,0.78,"Train 3948 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1307 national secondary education reform 72 higher education tamil nadu train 3948 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1481,District Primary Education Reform 60,Early Childhood,Gujarat,2015,0.397,Increase learning outcomes score by 12% within 5 years and reduce disparities between rural and urban areas.,p1481 district primary education reform 60 early childhood gujarat increase learning outcomes score by 12% within 5 years and reduce disparities between rural and urban areas.
P1320,State Vocational Education Reform 74,Secondary,Karnataka,2015,0.333,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1320 state vocational education reform 74 secondary karnataka introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1244,District Secondary Education Reform 16,Secondary,Uttar Pradesh,2015,0.584,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1244 district secondary education reform 16 secondary uttar pradesh introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1055,District Vocational Education Reform 93,Primary,Delhi,2024,0.238,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1055 district vocational education reform 93 primary delhi introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1364,District Higher Education Education Reform 40,Early Childhood,Rajasthan,2017,0.428,"Train 519 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1364 district higher education education reform 40 early childhood rajasthan train 519 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1051,National Secondary Education Reform 43,Secondary,Punjab,2015,0.198,Increase learning outcomes score by 6% within 2 years and reduce disparities between rural and urban areas.,p1051 national secondary education reform 43 secondary punjab increase learning outcomes score by 6% within 2 years and reduce disparities between rural and urban areas.
P1457,National Vocational Education Reform 47,Secondary,West Bengal,2016,0.287,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1457 national vocational education reform 47 secondary west bengal introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1175,State Higher Education Education Reform 82,Higher Education,Rajasthan,2023,0.225,Increase vocational skills score by 17% within 2 years and reduce disparities between rural and urban areas.,p1175 state higher education education reform 82 higher education rajasthan increase vocational skills score by 17% within 2 years and reduce disparities between rural and urban areas.
P1446,National Secondary Education Reform 50,Vocational,Maharashtra,2020,0.751,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1446 national secondary education reform 50 vocational maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1190,State Early Childhood Education Reform 14,Secondary,Punjab,2016,0.334,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1190 state early childhood education reform 14 secondary punjab introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1497,State Secondary Education Reform 5,Secondary,Gujarat,2025,0.341,"Train 539 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1497 state secondary education reform 5 secondary gujarat train 539 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1188,District Vocational Education Reform 83,Early Childhood,Maharashtra,2019,0.534,"Train 869 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1188 district vocational education reform 83 early childhood maharashtra train 869 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1170,State Higher Education Education Reform 55,Primary,Maharashtra,2015,0.95,"Train 2857 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1170 state higher education education reform 55 primary maharashtra train 2857 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1059,National Vocational Education Reform 69,Secondary,Rajasthan,2023,0.488,Increase digital access score by 31% within 3 years and reduce disparities between rural and urban areas.,p1059 national vocational education reform 69 secondary rajasthan increase digital access score by 31% within 3 years and reduce disparities between rural and urban areas.
P1049,National Primary Education Reform 31,Early Childhood,Tamil Nadu,2021,0.888,Increase vocational skills score by 28% within 2 years and reduce disparities between rural and urban areas.,p1049 national primary education reform 31 early childhood tamil nadu increase vocational skills score by 28% within 2 years and reduce disparities between rural and urban areas.
P1345,National Higher Education Education Reform 67,Early Childhood,Uttar Pradesh,2020,0.173,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1345 national higher education education reform 67 early childhood uttar pradesh introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1236,District Higher Education Education Reform 50,Primary,Rajasthan,2019,0.178,"Train 3468 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1236 district higher education education reform 50 primary rajasthan train 3468 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1253,National Higher Education Education Reform 60,Primary,Maharashtra,2023,0.669,Increase infrastructure score by 39% within 3 years and reduce disparities between rural and urban areas.,p1253 national higher education education reform 60 primary maharashtra increase infrastructure score by 39% within 3 years and reduce disparities between rural and urban areas.
P1022,National Vocational Education Reform 86,Early Childhood,Rajasthan,2024,0.497,Increase infrastructure score by 22% within 5 years and reduce disparities between rural and urban areas.,p1022 national vocational education reform 86 early childhood rajasthan increase infrastructure score by 22% within 5 years and reduce disparities between rural and urban areas.
P1314,State Early Childhood Education Reform 56,Vocational,Karnataka,2018,0.686,"Train 213 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1314 state early childhood education reform 56 vocational karnataka train 213 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1460,National Early Childhood Education Reform 99,Early Childhood,Delhi,2017,0.477,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1460 national early childhood education reform 99 early childhood delhi introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1161,State Higher Education Education Reform 88,Secondary,Karnataka,2025,0.446,"Train 2861 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1161 state higher education education reform 88 secondary karnataka train 2861 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1277,National Vocational Education Reform 22,Higher Education,Rajasthan,2017,0.435,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1277 national vocational education reform 22 higher education rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1444,National Vocational Education Reform 41,Secondary,Delhi,2017,0.259,"Train 3671 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1444 national vocational education reform 41 secondary delhi train 3671 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1192,State Primary Education Reform 29,Vocational,Uttar Pradesh,2016,0.561,"Train 430 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1192 state primary education reform 29 vocational uttar pradesh train 430 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1386,District Primary Education Reform 8,Secondary,Kerala,2022,0.312,"Train 1149 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1386 district primary education reform 8 secondary kerala train 1149 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1294,National Early Childhood Education Reform 77,Primary,Tamil Nadu,2018,0.773,Increase learning outcomes score by 40% within 4 years and reduce disparities between rural and urban areas.,p1294 national early childhood education reform 77 primary tamil nadu increase learning outcomes score by 40% within 4 years and reduce disparities between rural and urban areas.
P1414,National Secondary Education Reform 12,Secondary,Punjab,2015,0.956,Increase digital access score by 37% within 5 years and reduce disparities between rural and urban areas.,p1414 national secondary education reform 12 secondary punjab increase digital access score by 37% within 5 years and reduce disparities between rural and urban areas.
P1344,National Primary Education Reform 48,Higher Education,Rajasthan,2020,0.756,"Train 2919 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1344 national primary education reform 48 higher education rajasthan train 2919 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1258,National Higher Education Education Reform 27,Early Childhood,West Bengal,2021,0.758,Increase vocational skills score by 25% within 5 years and reduce disparities between rural and urban areas.,p1258 national higher education education reform 27 early childhood west bengal increase vocational skills score by 25% within 5 years and reduce disparities between rural and urban areas.
P1309,National Secondary Education Reform 83,Higher Education,Punjab,2016,0.118,Increase teacher quality score by 22% within 1 years and reduce disparities between rural and urban areas.,p1309 national secondary education reform 83 higher education punjab increase teacher quality score by 22% within 1 years and reduce disparities between rural and urban areas.
P1150,National Higher Education Education Reform 27,Secondary,West Bengal,2023,0.144,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1150 national higher education education reform 27 secondary west bengal introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1131,National Vocational Education Reform 65,Higher Education,Rajasthan,2021,0.648,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1131 national vocational education reform 65 higher education rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1152,State Vocational Education Reform 60,Higher Education,Uttar Pradesh,2019,0.176,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1152 state vocational education reform 60 higher education uttar pradesh introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1360,National Secondary Education Reform 89,Vocational,Maharashtra,2018,0.125,Increase digital access score by 11% within 4 years and reduce disparities between rural and urban areas.,p1360 national secondary education reform 89 vocational maharashtra increase digital access score by 11% within 4 years and reduce disparities between rural and urban areas.
P1100,State Primary Education Reform 45,Vocational,Rajasthan,2020,0.264,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1100 state primary education reform 45 vocational rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1373,National Higher Education Education Reform 37,Higher Education,West Bengal,2021,0.87,"Train 3936 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1373 national higher education education reform 37 higher education west bengal train 3936 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1088,District Vocational Education Reform 41,Vocational,Kerala,2023,0.438,"Train 394 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1088 district vocational education reform 41 vocational kerala train 394 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1459,National Primary Education Reform 94,Secondary,Delhi,2019,0.68,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1459 national primary education reform 94 secondary delhi introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1331,National Early Childhood Education Reform 55,Vocational,Maharashtra,2022,0.784,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1331 national early childhood education reform 55 vocational maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1215,State Secondary Education Reform 39,Primary,Karnataka,2023,0.107,"Train 3576 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1215 state secondary education reform 39 primary karnataka train 3576 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1467,National Higher Education Education Reform 99,Higher Education,Maharashtra,2020,0.965,Increase learning outcomes score by 17% within 4 years and reduce disparities between rural and urban areas.,p1467 national higher education education reform 99 higher education maharashtra increase learning outcomes score by 17% within 4 years and reduce disparities between rural and urban areas.
P1122,National Vocational Education Reform 73,Vocational,Rajasthan,2023,0.582,"Train 3532 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1122 national vocational education reform 73 vocational rajasthan train 3532 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1500,State Higher Education Education Reform 35,Higher Education,Punjab,2015,0.495,Increase learning outcomes score by 35% within 5 years and reduce disparities between rural and urban areas.,p1500 state higher education education reform 35 higher education punjab increase learning outcomes score by 35% within 5 years and reduce disparities between rural and urban areas.
P1021,National Secondary Education Reform 61,Early Childhood,Maharashtra,2022,0.231,Increase vocational skills score by 38% within 4 years and reduce disparities between rural and urban areas.,p1021 national secondary education reform 61 early childhood maharashtra increase vocational skills score by 38% within 4 years and reduce disparities between rural and urban areas.
P1189,District Higher Education Education Reform 89,Early Childhood,Tamil Nadu,2024,0.104,"Train 2316 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1189 district higher education education reform 89 early childhood tamil nadu train 2316 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1072,National Primary Education Reform 26,Primary,Kerala,2019,0.355,"Train 1069 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1072 national primary education reform 26 primary kerala train 1069 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1107,State Primary Education Reform 82,Primary,Tamil Nadu,2016,0.896,"Train 2270 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1107 state primary education reform 82 primary tamil nadu train 2270 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1271,State Secondary Education Reform 83,Vocational,Maharashtra,2017,0.912,Increase vocational skills score by 21% within 4 years and reduce disparities between rural and urban areas.,p1271 state secondary education reform 83 vocational maharashtra increase vocational skills score by 21% within 4 years and reduce disparities between rural and urban areas.
P1349,District Early Childhood Education Reform 53,Vocational,Uttar Pradesh,2021,0.871,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1349 district early childhood education reform 53 vocational uttar pradesh introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1436,National Secondary Education Reform 3,Higher Education,Rajasthan,2022,0.855,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1436 national secondary education reform 3 higher education rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1103,National Higher Education Education Reform 41,Vocational,Karnataka,2024,0.932,Increase early childhood development score by 26% within 2 years and reduce disparities between rural and urban areas.,p1103 national higher education education reform 41 vocational karnataka increase early childhood development score by 26% within 2 years and reduce disparities between rural and urban areas.
